MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6768886562,43,27,30,39,33,39,37,35,49,72,23
KR_6784465295,27,53,33,49,43,44,48,40,35,35,47
KR_6779086225,35,36,52,33,37,44,56,45,54,42,35
KR_6785771931,36,29,25,30,29,45,36,44,25,31,11
KR_6779567454,32,39,45,27,35,47,32,44,36,40,42
KR_6789172043,33,41,37,51,34,42,38,35,55,42,49
KR_6788934742,37,36,30,40,26,28,50,29,43,43,37
KR_6787192711,41,26,27,33,35,58,29,61,42,43,29
KR_6788635755,26,53,26,38,27,48,30,23,56,25,38
KR_6786203690,27,29,48,33,34,24,29,46,28,34,51
KR_6773667056,43,36,41,42,33,32,44,48,37,42,65
KR_6767797890,45,38,31,50,35,39,34,51,40,37,38
KR_6780717362,42,17,76,36,40,34,23,44,41,28,41
KR_6777475029,38,35,36,33,37,32,42,30,57,39,36
KR_6787516758,38,40,39,31,53,41,45,33,41,29,52
KR_6788537212,45,33,40,38,34,41,55,28,44,52,44
KR_6786648376,53,25,45,28,31,38,31,48,39,56,27
KR_6785733515,30,34,28,28,27,49,37,37,50,46,32
KR_6786209608,29,26,24,29,45,30,39,45,52,33,27
KR_6773524258,40,31,33,40,43,38,51,32,45,60,40
KR_6785606623,35,40,32,45,37,46,36,43,52,42,47
KR_6776500262,51,36,34,42,30,31,41,53,46,45,46
KR_6786217437,32,37,39,37,38,22,47,33,34,45,51
KR_6782612967,29,44,24,64,42,43,32,56,48,45,40
KR_6786989746,40,45,36,41,33,39,27,49,29,37,36
KR_6787000230,43,30,38,38,21,33,27,34,41,28,32
KR_6789804681,32,35,36,26,28,43,29,23,56,37,23
KR_6789554062,41,38,48,29,50,29,53,43,42,47,38
KR_6774567556,26,43,34,39,35,36,47,32,42,54,57
KR_6787010233,40,32,23,38,36,27,42,39,51,40,36
KR_6763537152,34,40,25,44,40,38,49,35,30,43,35
KR_6770908488,36,48,39,46,33,33,54,38,48,45,38
KR_6786979979,54,22,27,33,28,33,22,43,41,41,16
KR_6788698337,35,38,33,45,40,44,51,26,35,45,40
KR_6787742958,51,33,34,26,26,44,34,54,52,24,48
KR_6785002061,30,40,47,30,49,18,25,79,40,27,42
KR_6783181604,42,57,34,45,44,50,62,44,56,43,63
KR_6785625571,36,30,30,44,33,34,47,44,43,57,46
KR_6786204279,37,35,34,40,44,33,30,35,46,36,46
KR_6788256169,37,40,26,47,34,42,44,42,70,81,54
KR_6785934233,51,30,47,38,26,21,52,36,31,28,40
KR_6786830158,48,20,46,49,36,27,40,32,31,34,46
KR_6778063260,39,32,26,43,28,38,40,44,47,48,29
